user_id,year,game_id,recommend,sentiment_analysis
kevinator23,2015,320760,True,0
kevinator23,2015,8850,True,2
kevinator23,2014,233720,True,2
kevinator23,2015,218620,True,1
kevinator23,2015,730,True,2
kevinator23,2015,219740,True,1
kevinator23,2014,220240,True,2
kevinator23,2012,440,True,2
76561198090715178,2014,4000,True,2
76561198090715178,2014,304930,True,2
CatsWhale,2015,333950,True,2
CatsWhale,2015,388520,True,2
CatsWhale,2014,107410,True,2
CatsWhale,2014,206210,True,1
76561198073784601,2015,221100,True,2
76561198073784601,0,299740,False,0
mimimomoma,2015,730,True,1
76561198102410011,2015,440,True,1
de_Butl3r,2014,209870,True,2
76561198027947401,0,322170,True,2
76561198027947401,0,304050,True,2
Bluezap1,2015,440,True,1
Bluezap1,2015,730,True,1
Bluezap1,2015,362890,True,2
Bluezap1,2015,413850,True,1
76561198074200011,2015,730,True,2
jonasdbomb,0,346110,True,2
L1J1N,2014,570,True,2
Lord_Exploit,2015,311560,True,2
Lord_Exploit,2015,322170,True,2
AVATAR715,2014,48240,False,0
AVATAR715,2015,440,True,2
AVATAR715,2014,248570,True,0
AVATAR715,2014,264140,True,2
AVATAR715,2014,4000,True,2
AVATAR715,2015,266430,True,2
AVATAR715,2015,316010,True,2
AVATAR715,2014,249570,True,2
YieuwMage,0,730,True,2
76561198078752187,2014,240,True,1
A-Very-Sly-Person,2015,304930,True,1
A-Very-Sly-Person,2014,440,True,0
76561198211054671,0,730,True,1
76561198211054671,0,333930,True,0
76561197994493402,0,365590,True,2
76561197994493402,2015,264200,True,2
76561197994493402,2014,440,True,2
Koolcaz12,0,298050,False,1
76561198065656175,2015,383080,True,2
76561198188979775,0,440,True,1
97396295,2014,301520,True,2
97396295,2014,243870,True,2
97396295,2014,218230,False,2
97396295,0,291550,False,0
76561198126640317,2015,251570,True,2
76561198126640317,2015,221100,True,2
76561198126640317,2015,316010,True,2
76561198126640317,2015,218230,True,0
76561198126640317,2015,333930,True,2
76561198126640317,2015,222880,True,2
76561198126640317,2015,730,True,2
DemonicWolvz,2015,55230,True,2
DemonicWolvz,2015,232090,True,2
DemonicWolvz,2015,4000,True,1
DemonicWolvz,2014,206420,True,2
DemonicWolvz,2014,224260,True,2
DemonicWolvz,2013,550,True,2
DieMadchenschanderin,2015,346110,True,2
DieMadchenschanderin,2015,380770,False,2
DieMadchenschanderin,0,454890,True,0
DieMadchenschanderin,2013,227680,False,2
GGargula,0,570,False,1
GGargula,2015,233250,True,1
Myther43,0,273350,True,2
getf0kinn0sc0pedm9,2015,730,True,2
getf0kinn0sc0pedm9,0,440,False,0
76561198141443390,2015,730,True,2
76561198097333029,0,570,True,1
whodafuqisthisguilao,2015,730,True,2
Magjiikal,2015,370480,True,2
Magjiikal,2015,313740,True,2
ohnospaghet,2014,1840,True,1
ohnospaghet,2014,440,True,2
ohnospaghet,2015,266210,True,2
ohnospaghet,0,369200,True,1
ohnospaghet,0,252490,False,0
ohnospaghet,2015,264200,True,2
76561198050347115,0,292030,True,0
2768820078,2015,287700,True,1
2768820078,0,730,False,1
2768820078,0,310950,True,1
2768820078,2015,377160,True,1
2768820078,2015,221380,True,1
2768820078,2015,333950,True,1
2768820078,2015,222420,False,1
2768820078,2015,271590,True,1
2768820078,2015,298110,True,1
2768820078,2015,222440,True,1
76561198056392326,0,259530,True,1
76561198056392326,0,219640,False,1
76561198056392326,0,269210,False,1
2d4nk4m3,2014,317470,False,0
2d4nk4m3,2014,47410,True,1
76561198078478151,0,730,True,1
exiaez,0,365450,True,1
76561198095921854,2015,245620,True,1
EizanAratoFujimaki,2015,70,True,1
EizanAratoFujimaki,0,359550,False,0
TeCool,2014,274980,True,2
TeCool,2014,202090,True,1
TeCool,2015,339280,True,2
TeCool,2015,314130,False,0
2xDelorean,2015,570,True,1
2xDelorean,2013,212680,True,2
2xDelorean,2013,200210,True,2
2xDelorean,2011,440,True,2
washington_,0,440,False,2
washington_,0,4000,True,1
washington_,0,211820,True,1
washington_,0,10180,True,2
washington_,0,252490,True,1
washington_,2015,417860,True,2
jewxxl,2015,251970,True,1
76561198088944293,0,359550,True,2
76561198088944293,0,107410,True,1
76561198088944293,0,218230,False,1
76561198088944293,0,437701,False,2
76561198088944293,2014,304930,True,1
76561198092540221,2015,400,True,2
76561198092540221,2015,620,True,2
76561198092540221,2015,238460,True,2
76561198092540221,2015,6060,True,2
76561198092540221,2014,440,True,2
76561198051258119,2015,730,True,2
nubquake123,2014,265610,True,2
Pyromanic,2013,31280,True,1
Pyromanic,2013,4000,True,2
Pyromanic,2013,240,True,1
76561198109656922,0,440,True,2
CobRazor,2015,252490,True,1
relesprit,2013,8930,True,2
WitchHunter4542,2014,304930,True,2
WitchHunter4542,2015,237310,True,0
WitchHunter4542,2014,224260,True,0
pwrt,2015,230410,True,2
pwrt,2014,440,True,2
wantmahbody,2014,440,True,2
76561198115868847,0,219640,False,0
benedictcuminherbatch,2014,570,True,1
76561198031207016,2014,8930,True,2
76561198043458582,2015,105600,True,2
76561198043458582,2015,221100,True,2
76561198043458582,2015,107410,True,1
76561198043458582,2014,231430,True,2
smashiroshh,2014,218620,True,1
shark854,0,225540,True,2
killbunny38,2015,570,True,2
killbunny38,2015,333930,False,1
76561198047630659,2015,230410,False,2
1337lolroflmao,2015,271590,True,1
1337lolroflmao,2014,218620,True,0
1337lolroflmao,2013,219740,True,0
1337lolroflmao,2013,7940,True,2
1337lolroflmao,2014,234190,True,2
1337lolroflmao,2013,10180,True,2
1337lolroflmao,2013,33900,True,1
1337lolroflmao,2015,261030,True,1
1337lolroflmao,2014,243470,True,1
sithjjf,2015,302830,False,0
76561198060039459,2014,570,False,0
OzfurAtlas,0,218620,False,2
OzfurAtlas,0,4700,True,0
OzfurAtlas,2013,212680,True,0
76561198065593074,2015,304930,False,0
76561198065593074,0,730,False,0
76561198065593074,2015,304050,True,2
76561198065593074,2014,203750,True,2
76561198044169764,2015,227940,False,2
76561198044169764,2015,355180,False,0
76561198044169764,0,730,True,0
76561198044169764,2015,4000,True,1
euzi,2014,236390,True,2
76561198074935997,0,221100,False,2
76561198074935997,0,365590,False,2
76561198074935997,0,299740,True,2
76561198074935997,0,346110,False,2
76561198074935997,0,275850,False,2
76561198074935997,0,400800,False,2
76561198074935997,0,252490,False,2
76561198074935997,0,437220,False,1
76561197961778802,2014,730,True,2
lucasrash,0,440,True,1
76561198016602703,0,301520,False,0
76561198016602703,0,433340,True,2
thisissohardtomakeoneup,2014,440,True,1
76561198087010391,2015,4000,True,2
66666669999999,2015,302830,False,1
76561198061174192,2014,220200,True,2
76561198061174192,2014,242760,True,2
ReMiXOfficalSteam,2015,352460,True,2
Wilfire77,2015,322920,True,2
76561198084390807,2015,234792,True,1
76561198084390807,2014,252490,True,2
Mastic,2015,304050,False,0
Mastic,0,297130,True,2
Mastic,0,397570,True,0
Mastic,2014,550,True,2
Mastic,2014,206420,True,2
Mastic,0,278360,False,2
76561198028286104,2013,10180,True,2
tarjla,0,242760,True,2
tarjla,2014,304930,True,2
tarjla,0,441790,True,2
tarjla,2015,265750,True,2
tarjla,2014,252490,True,2
tarjla,2013,4000,True,2
tarjla,2013,211820,True,2
tarjla,2013,105600,True,2
tarjla,0,251570,True,2
tarjla,2014,730,True,2
deathnz1,0,233110,False,0
deathnz1,0,322910,False,1
deathnz1,2014,276340,True,2
readingthis4noobs,0,227940,True,1
76561198104393251,2015,304930,True,1
76561198075322986,0,730,True,1
redsncrimson,0,448530,True,2
redsncrimson,0,304410,True,2
redsncrimson,0,620,True,2
redsncrimson,2014,274920,True,1
redsncrimson,2013,211820,True,2
redsncrimson,0,219890,True,1
redsncrimson,2013,49520,True,2
redsncrimson,2013,223510,True,2
redsncrimson,2012,440,True,2
76561198151910904,0,252950,True,1
H1DD3NT3RR0R,2014,240,True,2
H1DD3NT3RR0R,2014,105600,True,2
H1DD3NT3RR0R,2013,204300,True,2
H1DD3NT3RR0R,2014,730,True,2
H1DD3NT3RR0R,2015,440,False,2
H1DD3NT3RR0R,2014,570,True,2
76561198071214618,2015,268750,True,2
76561198115115631,2015,570,True,2
76561198071175142,2015,570,True,1
76561198071175142,2015,271590,True,2
t8s,2015,360870,True,2
t8s,2015,730,True,2
pikawuu2,0,230410,True,1
pikawuu2,2013,12900,True,2
Sammeh00,2014,301520,True,2
Michaelele,2014,6060,True,2
Michaelele,2014,730,True,2
Michaelele,2014,107410,True,2
Michaelele,2014,304930,True,2
76561198045754869,2015,335670,True,1
76561198076098774,2015,215080,True,1
76561198103253374,2014,570,True,0
76561198048417105,2015,271590,True,2
76561198048417105,2015,730,True,2
76561198048417105,0,244160,True,2
76561198048417105,0,270880,True,2
76561198090842891,2015,8190,True,2
76561198055767971,2015,247730,False,0
76561197998052647,2014,233630,True,2
adohya343,0,303390,False,1
76561198145436942,2014,221100,True,2
jjas01,2014,208812,False,1
jjas01,2015,218620,False,2
jjas01,2013,243120,True,2
jjas01,2015,234140,True,1
jjas01,2014,204450,True,2
jjas01,2014,225260,True,2
jjas01,2013,50300,True,2
jjas01,2014,201810,True,2
jjas01,0,212630,False,0
jjas01,0,427820,False,2
3xotic26,2014,500,True,2
3xotic26,2014,440,True,2
3xotic26,2014,49520,True,2
3xotic26,2013,550,True,2
iamthetrashlord,2015,206420,True,1
iamthetrashlord,2014,213670,True,2
3dster,2015,550,True,1
76561198079990063,2014,231040,True,2
Forty-Nine,2014,221100,True,0
Forty-Nine,0,376300,False,2
76561198051017916,2015,351040,True,1
76561198051017916,2014,250600,True,1
L4M1NAS,0,227940,True,2
L4M1NAS,0,437220,True,2
L4M1NAS,2015,221100,True,2
76561198096766604,0,301520,False,2
76561197995322437,2015,264710,True,2
imsojipper,2014,218620,True,2
76561198084542731,2015,206420,True,1
76561198084542731,2014,47790,True,2
76561198103671881,2015,570,True,2
mrpfresh,0,236110,True,0
mrpfresh,2015,346110,True,0
mrpfresh,0,232790,True,1
GamerFag,2012,440,True,2
GamerFag,2011,70,True,0
GamerFag,2011,420,True,1
GamerFag,2011,380,True,2
GamerFag,2011,220,True,2
GamerFag,2010,1250,True,2
EHS-R3AP3R,2015,339230,False,0
EHS-R3AP3R,2015,349700,True,2
EHS-R3AP3R,2013,226700,True,1
EHS-R3AP3R,2013,209160,True,1
chidori_647,2013,219990,True,1
chidori_647,2014,213670,True,2
chidori_647,2013,21100,False,0
chidori_647,2013,8190,True,1
chidori_647,2013,215470,False,0
76561198092227136,2014,730,True,1
76561198092227136,2014,1250,True,1
hellcat59,2014,4000,True,2
76561198007584361,2015,401650,True,1
tbimperator,2012,35450,True,2
Allahu_Akbar666,2015,230410,True,2
Allahu_Akbar666,2014,304930,False,0
ulramite,2014,290020,True,2
ulramite,2014,248860,True,0
ulramite,0,211820,True,1
-GM-Dragon,2014,226700,False,0
-GM-Dragon,2015,244850,True,2
76561198054040292,2015,298260,True,2
76561198078799606,2015,370240,False,0
76561198078799606,2015,730,True,2
76561198078799606,2014,233450,True,1
I_DID_911_JUST_SAYING,0,214420,True,2
I_DID_911_JUST_SAYING,0,365670,True,1
I_DID_911_JUST_SAYING,0,440,True,1
I_DID_911_JUST_SAYING,0,4000,True,2
I_DID_911_JUST_SAYING,2013,221260,True,2
750805,0,369070,False,0
750805,0,91310,False,0
diabeticfuck,2015,218620,True,2
diabeticfuck,2015,419070,True,1
diabeticfuck,2015,333930,False,0
diabeticfuck,2015,287700,True,1
76561198054465623,2015,302830,False,1
76561198054465623,2014,24240,True,2
76561198054465623,2015,39800,True,1
76561198054465623,2014,250600,True,0
76561198054465623,2015,105600,True,0
76561198054465623,2014,113020,True,2
aaropro,2014,440,True,2
aaropro,0,221100,True,2
abiam,2014,238960,True,1
FrankoWalker,2015,310370,True,2
FrankoWalker,2014,260410,True,1
FrankoWalker,2014,236390,True,0
LightfootSword7,2015,221100,False,2
LightfootSword7,0,383870,True,2
SALTTHEW0UND,2015,248820,True,2
SALTTHEW0UND,2014,730,True,2
SALTTHEW0UND,2014,550,True,2
SALTTHEW0UND,2014,204030,True,1
SALTTHEW0UND,2013,440,True,2
SALTTHEW0UND,2015,383080,True,2
express157,2014,304930,True,1
76561198074644990,2015,242760,True,1
76561198074644990,2015,207230,True,2
76561198074644990,2013,9180,False,0
76561198064304806,2015,730,True,0
TomoeMamiewe,2014,10150,True,1
TomoeMamiewe,0,4000,True,1
76561198057086148,2015,214950,True,2
Acidius99,2014,218620,True,2
Acidius99,0,292030,True,2
Acidius99,0,261640,True,2
Acidius99,2014,220240,True,2
Acidius99,2015,271290,False,0
acorn13,2014,313740,True,2
acorn13,2012,34330,True,0
acorn13,2015,271590,True,1
adamcookie,0,570,True,1
AddzyTheBaddzy,2015,291550,True,2
AddzyTheBaddzy,2013,259080,True,2
mrfunkyjunkie,2014,233250,True,2
mrfunkyjunkie,2014,256350,True,1
mrfunkyjunkie,2015,249380,True,2
mradobe7,0,275850,False,1
76561198167207237,0,337320,True,0
76561198167207237,2015,391540,True,1
76561198167207237,2015,265930,True,1
76561198167207237,2015,620,True,2
cancerkek,2015,730,True,1
76561198073508075,2014,10090,True,2
76561198073508075,0,251570,True,0
76561198073508075,2014,218680,True,2
76561198074323290,0,252490,False,2
76561198074323290,0,251060,False,0
76561198090899557,0,252490,False,0
advenger95,2015,22370,True,2
advenger95,2015,307690,True,2
advenger95,2015,72850,True,0
EndAtHallow,2015,1250,True,0
76561198063624801,2014,440,True,1
aeryal,2014,440,True,2
76561198070263209,2013,570,True,1
76561198015968275,2015,248610,True,0
Agiegamma,2014,208090,True,2
76561198082614708,2014,250340,True,2
Agronoth,2014,244850,True,2
Agronoth,2015,221640,True,2
Agronoth,2015,104900,True,1
Agronoth,2015,105600,True,2
Agronoth,2015,9450,False,2
UnholyFallenAngel,2014,262410,True,2
UnholyFallenAngel,2015,222940,True,2
UnholyFallenAngel,2014,221040,True,2
76561198068565589,2014,221100,True,1
76561198068565589,2015,286570,True,2
76561198068565589,2014,263440,False,1
SlutOnTheSpit,2014,4000,True,2
WestyGaming,2014,223710,True,1
NaruseAiria,2014,317360,True,1
NaruseAiria,2014,108600,True,1
NaruseAiria,2013,259080,True,1
NaruseAiria,2013,208520,True,1
76561198067713802,2015,239660,True,1
76561198067713802,2015,304930,True,2
76561198187212131,0,730,True,2
76561198044678148,0,495890,True,1
76561198044678148,0,472680,True,2
Alex680,2014,4000,True,2
alansiulun,2014,295270,True,2
alansiulun,2015,265930,True,1
Albolah,2015,283920,True,0
Albolah,2015,440,True,2
Albolah,2015,294650,True,2
76561198003056556,0,432020,False,1
76561198003056556,2014,233720,True,1
maxpaynepillkiller,0,319630,True,2
maxpaynepillkiller,2015,12120,True,1
maxpaynepillkiller,0,241930,True,1
maxpaynepillkiller,0,428690,True,1
maxpaynepillkiller,2015,55230,True,2
maxpaynepillkiller,0,243470,False,0
AlexNoClutch,2015,227860,False,1
Alexwai04,2015,218620,True,2
76561198095481910,2014,208090,True,0
76561198164545985,0,730,True,2
AlkalineDeath,2015,228280,True,2
AlkalineDeath,2014,240760,True,2
76561198075935236,2015,226700,True,2
76561198075935236,2015,250900,True,1
mintifreshbadger,2015,35450,True,0
AlpacaRevolution,0,9900,True,2
AlpacaRevolution,2014,212680,True,2
AlpacaRevolution,2015,346110,False,0
AlphaBryn444,0,236370,True,2
76561198071952798,0,381210,True,0
76561198071952798,0,265930,False,0
76561198071952798,0,218620,True,2
76561198071952798,2013,205100,True,2
76561198009001563,2014,570,True,1
76561198016753953,2014,271290,True,2
76561198016753953,2014,570,True,1
smegmyfoodle,2015,346010,True,2
smegmyfoodle,2015,239250,True,2
76561198057869849,2015,313120,True,2
76561198058836921,2015,211820,True,2
lol_ursuchanoob,2014,218620,True,0
lol_ursuchanoob,2014,12210,True,2
lol_ursuchanoob,2014,220240,True,0
lol_ursuchanoob,2014,17300,True,2
AMV72,2013,206440,True,2
AMV72,2012,209100,False,2
AMV72,2013,209000,True,2
AMV72,2013,218060,True,2
AMV72,2012,24240,True,1
76561198069170979,2015,440,True,2
76561198085956238,0,224540,False,0
76561198085956238,0,242860,False,0
76561198085956238,0,47410,True,2
76561198085956238,0,34330,False,0
76561198132540690,2015,730,True,0
76561198132540690,2015,220200,True,2
711armageddoncarmageddon,2015,113020,True,1
711armageddoncarmageddon,2015,105600,True,2
711armageddoncarmageddon,2015,9480,True,2
76561198034868596,0,359870,True,2
Andraison,2015,22230,True,0
76561198055790408,2013,203770,True,2
76561198069560699,2013,550,True,2
76561198069560699,2013,259080,True,2
76561198069560699,2013,72850,True,1
76561198069560699,2014,8870,True,2
76561198099625419,2014,230410,True,1
76561198099625419,2014,200260,True,2
76561198099625419,2013,19900,True,1
76561198099625419,2013,241540,True,1
76561198099625419,2013,220,True,1
76561198084032274,2014,227940,False,0
76561198084032274,2014,236390,False,2
Angrovar,2014,17390,True,2
Angrovar,2015,359320,True,1
AngryAinsley,2015,317360,True,2
AngryAinsley,2015,253030,True,2
AngryAinsley,2015,295110,True,1
AngryAinsley,2015,264710,True,2
uradumbtit,2014,274310,True,2
uradumbtit,2014,4000,True,2
76561198037038784,0,252470,True,0
IKillNoobsFirst,2015,730,True,2
76561198037888300,2015,344770,True,2
1234865654,2014,22380,True,0
76561198040925596,0,440,True,2
76561198084123358,2015,9900,True,2
Apachehavoc,2014,107410,False,1
ApexNZ,2014,221640,True,2
ApexNZ,2014,202170,True,1
ApexNZ,2014,49520,True,0
ApexNZ,2014,245490,True,2
ApexNZ,2015,313120,True,2
76561198039441595,2014,113020,False,1
76561198039441595,2015,319510,False,0
76561198039441595,2014,20,False,0
76561198039441595,2014,209080,False,2
76561198039441595,2014,223470,False,2
76561198039441595,2015,417860,True,2
76561198039441595,2015,269250,True,2
76561198039441595,2014,313740,False,0
76561198039441595,2014,8190,True,0
76561198036687918,2015,377160,True,1
benjamin27,2015,730,True,1
benjamin27,2014,244850,True,2
AppoGetsSuperAdmin,2015,212500,True,1
AppoGetsSuperAdmin,2015,570,False,1
AppoGetsSuperAdmin,2015,104900,True,1
76561198071475367,0,12160,True,2
76561198049916759,2015,219990,True,2
76561198049916759,2015,293260,True,2
76561198065064829,0,219640,True,2
XABLAUziitu,2015,214420,False,2
XABLAUziitu,2015,105600,True,1
XABLAUziitu,2013,440,True,2
XABLAUziitu,2013,200210,True,2
76561198012909706,2013,218130,True,2
dragonchief,2014,252490,False,2
76561198040530605,0,270210,True,2
76561198040530605,0,386070,True,2
76561198040530605,0,8930,True,2
76561198040530605,0,330830,True,2
76561198040530605,2014,218230,True,2
76561198040530605,2014,104900,True,2
76561198040530605,2014,440,True,2
76561198040530605,2011,240,True,2
76561197974500703,2012,8980,True,1
76561197974500703,2012,31270,True,2
76561197974500703,2012,113200,True,2
76561197974500703,2012,8190,True,2
76561197974500703,2012,43000,True,2
76561197974500703,2011,18700,False,0
76561197974500703,2011,98800,True,0
76561197974500703,2011,107100,True,1
76561197974500703,2010,630,True,2
76561197974500703,2010,57300,True,0
76561198047185525,2014,213670,True,0
76561198047185525,2014,218620,True,2
76561198047185525,2013,226620,True,1
sweep6060,0,391540,True,2
bilyitu,2014,570,True,1
bilyitu,2014,730,True,2
76561198021244661,2014,105600,True,2
76561198088538797,2015,209870,True,2
deployablearchnagel,2014,265630,True,1
rotflmaoman,2015,401920,True,2
armouredmarshmallow,0,33230,True,2
armouredmarshmallow,0,239200,True,2
armouredmarshmallow,2015,440,True,0
armouredmarshmallow,2015,346900,True,2
armouredmarshmallow,0,363970,True,2
armouredmarshmallow,0,65790,True,2
armouredmarshmallow,0,72850,True,2
armouredmarshmallow,0,57300,True,2
armouredmarshmallow,0,230410,True,2
armouredmarshmallow,2015,630,True,2
76561198020928326,2014,70,True,1
Array71,2014,8500,False,0
Array71,2014,244850,True,2
76561198039874575,2014,221100,True,1
arronlim13,2015,99900,True,2
ARTHERDUNGER10,2015,250900,True,0
Mackus1011,2013,211820,True,2
Mackus1011,2015,380600,True,2
Mackus1011,2015,22380,True,1
Mackus1011,2014,252490,True,0
76561198041877981,2014,2450,False,1
76561198041877981,2014,241540,True,2
ARZARNAR,0,220200,True,1
darkmassieh,0,47780,True,2
darkmassieh,0,377160,True,1
darkmassieh,0,4000,True,1
darkmassieh,2015,107410,True,1
darkmassieh,2015,230190,True,1
darkmassieh,0,435881,True,2
darkmassieh,0,490650,True,1
darkmassieh,2015,391270,True,2
darkmassieh,2015,301520,True,2
darkmassieh,2015,227680,False,2
asianturtlefrenzy,2015,246420,True,2
asianturtlefrenzy,2015,289130,True,2
asianturtlefrenzy,2015,234630,True,2
asianturtlefrenzy,0,253030,True,2
asianturtlefrenzy,2015,249050,True,2
asianturtlefrenzy,2015,418340,True,2
asianturtlefrenzy,2015,223850,True,2
asianturtlefrenzy,2015,263020,True,2
asianturtlefrenzy,2015,287980,True,2
